student_id,cumulative_gpa,academic_hours,training_hours,total_warnings_max,consecutive_warnings_max,military_education,graduation_status,year1_fall_gpa,year1_spring_gpa,year1_total_courses,year1_passed_courses,year1_failed_courses,year1_credits,year1_points,year1_avg_grade,year1_max_grade,year1_min_grade,year2_fall_gpa,year2_spring_gpa,year2_total_courses,year2_passed_courses,year2_failed_courses,year2_credits,year2_points,year2_avg_grade,year2_max_grade,year2_min_grade,year3_fall_gpa,year3_spring_gpa,year3_total_courses,year3_passed_courses,year3_failed_courses,year3_credits,year3_points,year3_avg_grade,year3_max_grade,year3_min_grade,year4_fall_gpa,year4_spring_gpa,year4_total_courses,year4_passed_courses,year4_failed_courses,year4_credits,year4_points,year4_avg_grade,year4_max_grade,year4_min_grade,total_courses,passed_courses,failed_courses,total_credits_all_years,total_points_all_years,avg_numeric_grade,highest_grade,lowest_grade,semester_gpa_count,overall_semester_gpa_avg,years_available,complete_four_year_record,delayed_progression
220656,3.18,115.0,170.0,0,0,,,3.25,3.23,14,14,0,38.0,123.0,3.207,4.0,2.4,2.76,,7,7,0,20.0,55.2,2.771,3.0,2.4,3.49,3.24,14,14,0,42.0,141.3,3.364,4.0,2.8,,,0,0,0,0.0,0.0,,,,35,35,0,100.0,319.5,3.183,4.0,2.4,5,3.194,3,0,0.0
220657,2.93,108.0,170.0,0,0,,,3.02,3.1,14,14,0,38.0,116.4,3.064,3.7,2.2,2.81,,7,7,0,19.0,53.4,2.829,3.2,2.4,2.97,2.69,12,12,0,36.0,101.9,2.833,3.4,2.2,,,0,0,0,0.0,0.0,,,,33,33,0,93.0,271.7,2.93,3.7,2.2,5,2.918,3,0,0.0
220659,3.08,106.0,170.0,0,0,,,2.82,3.13,13,13,0,35.0,104.4,3.0,4.0,1.5,2.91,,6,6,0,17.0,49.4,2.9,3.2,2.6,3.32,3.28,13,13,0,39.0,128.6,3.3,3.7,2.6,,,0,0,0,0.0,0.0,,,,32,32,0,91.0,282.4,3.103,4.0,1.5,5,3.092,3,0,0.0
220661,2.27,100.0,200.0,0,0,,,2.39,1.83,13,12,1,35.0,73.6,2.115,3.4,0.0,2.42,,6,6,0,17.0,41.2,2.467,3.2,2.0,1.86,2.41,12,11,1,36.0,76.9,2.142,3.0,0.0,,,0,0,0,0.0,0.0,,,,31,29,2,88.0,191.7,2.194,3.4,0.0,5,2.182,3,0,0.0
220662,1.9,80.0,100.0,2,2,,,,,0,0,0,0.0,0.0,,,,1.45,,6,5,1,17.0,24.6,1.367,2.2,0.0,0.33,1.9,11,6,5,33.0,34.5,1.045,3.2,0.0,,,0,0,0,0.0,0.0,,,,17,11,6,50.0,59.1,1.159,3.2,0.0,3,1.227,2,0,1.0
220665,2.4,99.0,70.0,1,0,,,1.94,2.42,11,11,0,32.0,69.3,2.173,3.4,1.0,2.54,,6,6,0,17.0,43.2,2.533,3.0,2.0,2.71,2.13,12,11,1,36.0,87.2,2.425,3.7,0.0,,,0,0,0,0.0,0.0,,,,29,28,1,85.0,199.7,2.352,3.7,0.0,5,2.348,3,0,0.0
220673,2.22,104.0,100.0,2,0,,,2.21,1.69,13,12,1,35.0,68.0,2.031,3.4,0.0,1.87,,6,6,0,18.0,33.6,1.867,2.6,1.0,2.63,2.28,12,12,0,36.0,88.3,2.458,3.2,1.5,,,0,0,0,0.0,0.0,,,,31,30,1,89.0,189.9,2.165,3.4,0.0,5,2.136,3,0,0.0
220679,2.7,106.0,100.0,0,0,,,2.48,2.42,13,13,0,35.0,85.6,2.454,4.0,1.0,1.93,,6,6,0,18.0,34.8,1.933,3.0,1.5,3.11,3.25,12,12,0,36.0,114.5,3.183,3.7,2.6,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,234.9,2.635,4.0,1.0,5,2.638,3,0,0.0
220682,2.25,100.0,170.0,1,0,,,1.95,2.35,13,12,1,35.0,75.5,2.131,4.0,0.0,1.8,,6,5,1,18.0,32.4,1.8,2.6,0.0,2.53,2.29,12,12,0,35.0,84.5,2.425,3.7,1.5,,,0,0,0,0.0,0.0,,,,31,29,2,88.0,192.4,2.181,4.0,0.0,5,2.184,3,0,0.0
220683,2.56,104.0,170.0,0,0,,,2.26,2.54,13,13,0,35.0,84.2,2.4,3.2,1.5,2.18,,6,6,0,18.0,39.3,2.183,2.8,1.5,2.83,2.85,12,12,0,36.0,102.2,2.85,3.4,2.4,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,225.7,2.532,3.4,1.5,5,2.532,3,0,0.0
220691,2.35,102.0,140.0,2,0,,,1.25,1.64,11,8,3,32.0,45.8,1.418,3.7,0.0,2.04,,5,5,0,15.0,30.6,2.04,2.4,1.0,2.52,2.3,12,12,0,36.0,86.8,2.417,3.4,1.5,,,0,0,0,0.0,0.0,,,,28,25,3,83.0,163.2,1.957,3.7,0.0,5,1.95,3,0,0.0
220704,3.3,115.0,200.0,0,0,,,3.12,3.41,14,14,0,38.0,124.7,3.279,4.0,2.4,2.94,,7,7,0,20.0,58.8,2.943,3.4,2.4,3.41,3.51,14,14,0,42.0,145.5,3.464,4.0,3.0,,,0,0,0,0.0,0.0,,,,35,35,0,100.0,329.0,3.286,4.0,2.4,5,3.278,3,0,0.0
220716,2.29,101.0,130.0,1,0,,,2.16,1.94,13,13,0,35.0,71.6,2.077,3.7,1.0,1.72,,6,5,1,18.0,30.9,1.717,2.4,0.0,2.72,2.77,12,12,0,36.0,98.8,2.75,3.4,2.0,,,0,0,0,0.0,0.0,,,,31,30,1,89.0,201.3,2.268,3.7,0.0,5,2.262,3,0,0.0
220730,2.14,96.0,170.0,2,0,,,2.28,1.42,13,11,2,35.0,64.2,1.885,3.2,0.0,1.95,,6,6,0,17.0,33.2,1.9,2.6,1.0,2.07,2.15,12,11,1,36.0,75.9,2.108,3.0,0.0,,,0,0,0,0.0,0.0,,,,31,28,3,88.0,173.3,1.974,3.2,0.0,5,1.974,3,0,0.0
220732,2.33,103.0,100.0,0,0,,,2.4,2.33,13,13,0,35.0,82.8,2.385,3.2,2.0,1.98,,6,6,0,17.0,33.6,2.0,2.4,1.5,2.67,2.29,12,12,0,36.0,89.3,2.483,3.2,1.0,,,0,0,0,0.0,0.0,,,,31,31,0,88.0,205.7,2.348,3.2,1.0,5,2.334,3,0,0.0
220733,2.51,103.0,160.0,1,0,,,2.01,1.78,13,13,0,35.0,66.2,1.885,2.8,1.0,2.6,,5,5,0,15.0,39.0,2.6,3.0,2.0,2.87,3.02,12,12,0,36.0,106.0,2.95,3.4,2.2,,,0,0,0,0.0,0.0,,,,30,30,0,86.0,211.2,2.43,3.4,1.0,5,2.456,3,0,0.0
220742,2.72,106.0,170.0,0,0,,,2.29,2.66,13,13,0,35.0,86.8,2.508,3.7,1.0,2.43,,6,6,0,18.0,43.8,2.433,2.8,2.0,3.28,2.66,12,12,0,36.0,107.0,2.975,3.7,2.0,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,237.6,2.674,3.7,1.0,5,2.664,3,0,0.0
220744,2.43,100.0,170.0,1,0,,,2.16,1.82,13,12,1,35.0,69.5,1.977,3.4,0.0,2.09,,6,6,0,17.0,35.5,2.117,3.0,1.0,3.03,2.42,11,11,0,33.0,90.8,2.755,4.0,1.5,,,0,0,0,0.0,0.0,,,,30,29,1,85.0,195.8,2.29,4.0,0.0,5,2.304,3,0,0.0
220746,2.88,109.0,130.0,0,0,,,3.02,2.83,14,14,0,38.0,110.8,2.9,4.0,2.0,2.8,,6,6,0,18.0,50.4,2.8,3.2,2.0,3.18,2.67,12,12,0,36.0,105.3,2.925,3.7,2.0,,,0,0,0,0.0,0.0,,,,32,32,0,92.0,266.5,2.891,4.0,2.0,5,2.9,3,0,0.0
220750,2.88,103.0,170.0,1,0,,,1.71,2.68,11,11,0,32.0,69.3,2.145,4.0,1.0,2.53,,6,6,0,18.0,45.6,2.533,3.2,1.0,3.6,3.55,12,12,0,36.0,128.7,3.575,4.0,3.0,,,0,0,0,0.0,0.0,,,,29,29,0,86.0,243.6,2.817,4.0,1.0,5,2.814,3,0,0.0
220752,2.3,98.0,100.0,0,0,,,2.46,2.93,13,13,0,35.0,94.5,2.7,4.0,1.5,2.18,,6,6,0,18.0,39.3,2.183,2.8,1.0,2.76,1.51,12,11,1,36.0,76.9,2.142,4.0,0.0,,,0,0,0,0.0,0.0,,,,31,30,1,89.0,210.7,2.384,4.0,0.0,5,2.368,3,0,0.0
220755,3.27,115.0,200.0,0,0,,,2.98,3.61,14,14,0,38.0,126.4,3.314,4.0,2.4,2.78,,7,7,0,20.0,55.6,2.771,3.4,2.2,3.33,3.44,14,14,0,42.0,142.2,3.386,4.0,2.8,,,0,0,0,0.0,0.0,,,,35,35,0,100.0,324.2,3.234,4.0,2.2,5,3.228,3,0,0.0
220761,2.82,104.0,200.0,0,0,,,2.61,3.01,13,13,0,35.0,98.6,2.815,4.0,1.0,2.35,,6,6,0,18.0,42.3,2.35,3.0,1.5,2.97,2.94,12,12,0,36.0,106.4,2.958,3.7,2.2,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,247.3,2.781,4.0,1.0,5,2.776,3,0,0.0
220767,2.51,104.0,100.0,0,0,,,2.48,2.29,13,13,0,35.0,83.5,2.438,3.7,1.0,2.52,,6,6,0,18.0,45.3,2.517,3.2,1.5,2.87,2.18,12,12,0,36.0,90.9,2.525,3.4,1.0,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,219.7,2.487,3.7,1.0,5,2.468,3,0,0.0
220775,3.14,109.0,140.0,0,0,,,2.58,3.14,13,13,0,35.0,100.4,2.854,4.0,1.5,2.8,,6,6,0,18.0,50.4,2.8,3.2,2.4,3.55,3.3,13,13,0,39.0,133.2,3.415,4.0,2.8,,,0,0,0,0.0,0.0,,,,32,32,0,92.0,284.0,3.072,4.0,1.5,5,3.074,3,0,0.0
220776,2.84,104.0,200.0,0,0,,,2.31,2.73,13,13,0,35.0,88.4,2.538,3.7,1.5,2.9,,6,6,0,18.0,52.2,2.9,3.2,2.8,2.96,3.0,12,12,0,36.0,107.3,2.983,4.0,2.4,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,247.9,2.781,4.0,1.5,5,2.78,3,0,0.0
220778,2.29,101.0,200.0,0,0,,,2.82,2.71,13,13,0,35.0,96.8,2.738,4.0,1.5,2.4,,6,6,0,18.0,43.2,2.4,2.6,2.0,2.15,1.73,12,10,2,36.0,69.8,1.942,3.0,0.0,,,0,0,0,0.0,0.0,,,,31,29,2,89.0,209.8,2.365,4.0,0.0,5,2.362,3,0,0.0
220779,2.5,106.0,130.0,0,0,,,2.16,2.67,13,13,0,35.0,84.7,2.469,3.7,1.0,2.8,,6,6,0,18.0,50.4,2.8,3.4,2.0,2.86,1.82,12,12,0,36.0,84.2,2.342,3.4,1.0,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,219.3,2.484,3.7,1.0,5,2.462,3,0,0.0
220780,2.21,93.0,80.0,2,0,,,1.88,2.02,11,10,1,32.0,62.2,1.964,3.4,0.0,1.69,,6,5,1,17.0,28.8,1.6,2.4,0.0,3.38,1.14,12,10,2,35.0,80.2,2.3,4.0,0.0,,,0,0,0,0.0,0.0,,,,29,25,4,84.0,171.2,2.028,4.0,0.0,5,2.022,3,0,0.0
220788,2.74,106.0,130.0,0,0,,,2.61,2.77,13,13,0,35.0,94.3,2.708,4.0,1.0,2.45,,6,6,0,18.0,44.1,2.45,3.2,1.5,2.76,3.0,12,12,0,36.0,103.6,2.883,3.4,2.2,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,242.0,2.726,4.0,1.0,5,2.718,3,0,0.0
220794,2.71,106.0,170.0,1,0,,,1.89,2.44,11,11,0,32.0,68.7,2.127,3.4,1.0,2.58,,7,7,0,18.0,46.4,2.571,3.0,2.0,3.11,3.03,12,12,0,36.0,110.6,3.075,4.0,2.4,,,0,0,0,0.0,0.0,,,,30,30,0,86.0,225.7,2.61,4.0,1.0,5,2.61,3,0,0.0
220825,2.3,106.0,100.0,0,0,,,2.34,1.73,13,12,1,35.0,70.8,1.962,3.2,0.0,2.23,,6,6,0,18.0,40.2,2.233,2.8,1.0,2.56,2.32,12,12,0,36.0,87.7,2.442,3.7,1.0,,,0,0,0,0.0,0.0,,,,31,30,1,89.0,198.7,2.2,3.7,0.0,5,2.236,3,0,0.0
220865,2.99,109.0,170.0,0,0,,,2.82,3.22,13,13,0,35.0,105.9,3.015,4.0,2.2,2.96,,7,7,0,20.0,59.1,2.957,3.7,2.2,3.2,2.88,13,13,0,39.0,118.1,3.031,3.4,2.4,,,0,0,0,0.0,0.0,,,,33,33,0,94.0,283.1,3.009,4.0,2.2,5,3.016,3,0,0.0
220879,3.18,110.0,200.0,0,0,,,2.65,3.04,13,13,0,35.0,99.7,2.838,3.7,1.5,2.97,,6,6,0,18.0,53.4,2.967,3.4,2.2,3.59,3.34,14,14,0,42.0,145.5,3.464,4.0,3.0,,,0,0,0,0.0,0.0,,,,33,33,0,95.0,298.6,3.127,4.0,1.5,5,3.118,3,0,0.0
220882,2.36,103.0,170.0,1,0,,,1.6,2.62,11,10,1,32.0,66.5,2.082,3.7,0.0,2.0,,6,6,0,18.0,36.0,2.0,2.6,1.5,2.41,2.33,12,12,0,36.0,85.3,2.375,3.2,1.5,,,0,0,0,0.0,0.0,,,,29,28,1,86.0,187.8,2.186,3.7,0.0,5,2.192,3,0,0.0
220887,2.72,104.0,130.0,0,0,,,2.84,2.29,13,13,0,35.0,89.5,2.531,3.7,2.0,2.7,,6,6,0,18.0,48.6,2.7,3.0,2.4,3.0,2.77,12,12,0,36.0,103.8,2.883,3.4,2.2,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,241.9,2.7,3.7,2.0,5,2.72,3,0,0.0
220897,3.38,115.0,170.0,0,0,,,3.08,3.4,14,14,0,38.0,123.9,3.264,4.0,2.4,2.82,,7,7,0,20.0,56.4,2.829,3.4,2.4,3.67,3.66,14,14,0,42.0,153.9,3.664,4.0,3.2,,,0,0,0,0.0,0.0,,,,35,35,0,100.0,334.2,3.337,4.0,2.4,5,3.326,3,0,0.0
220905,2.73,107.0,200.0,0,0,,,2.79,2.0,13,12,1,35.0,83.4,2.369,3.4,0.0,2.53,,6,6,0,18.0,45.6,2.533,2.8,2.2,2.95,2.7,12,12,0,36.0,101.7,2.825,3.7,2.2,,,0,0,0,0.0,0.0,,,,31,30,1,89.0,230.7,2.577,3.7,0.0,5,2.594,3,0,0.0
220910,2.82,101.0,100.0,1,0,,,1.81,3.12,11,10,1,32.0,77.6,2.418,4.0,0.0,2.87,,7,7,0,18.0,51.6,2.929,3.7,2.4,2.93,2.66,12,12,0,36.0,100.7,2.8,4.0,2.0,,,0,0,0,0.0,0.0,,,,30,29,1,86.0,229.9,2.69,4.0,0.0,5,2.678,3,0,0.0
220928,2.54,100.0,130.0,0,0,,,2.76,2.73,13,13,0,35.0,96.0,2.738,3.7,1.0,2.26,,6,6,0,17.0,38.5,2.283,3.0,1.5,2.6,2.35,11,11,0,33.0,82.1,2.491,3.0,1.0,,,0,0,0,0.0,0.0,,,,30,30,0,85.0,216.6,2.557,3.7,1.0,5,2.54,3,0,0.0
220929,2.14,100.0,200.0,0,0,,,2.08,2.23,13,13,0,35.0,75.4,2.177,3.2,1.0,2.5,,6,6,0,18.0,45.0,2.5,2.6,2.2,2.3,1.52,12,10,2,36.0,68.7,1.908,3.0,0.0,,,0,0,0,0.0,0.0,,,,31,29,2,89.0,189.1,2.135,3.2,0.0,5,2.126,3,0,0.0
220944,2.72,104.0,100.0,0,0,,,2.31,2.44,13,13,0,35.0,83.2,2.369,3.7,1.0,2.25,,6,6,0,18.0,40.5,2.25,2.8,1.5,3.21,2.97,12,12,0,36.0,111.2,3.092,4.0,2.2,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,234.9,2.626,4.0,1.0,5,2.636,3,0,0.0
220959,2.55,104.0,170.0,0,0,,,2.34,2.65,13,13,0,35.0,87.5,2.538,3.7,1.0,2.3,,6,6,0,18.0,41.4,2.3,2.8,2.0,2.82,2.51,12,12,0,36.0,96.0,2.675,3.2,1.5,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,224.9,2.545,3.7,1.0,5,2.524,3,0,0.0
220973,2.51,106.0,130.0,0,0,,,2.19,2.32,13,13,0,35.0,78.9,2.285,4.0,1.0,2.03,,6,6,0,18.0,36.6,2.033,2.6,1.5,2.89,3.06,12,12,0,36.0,107.2,2.983,3.4,2.2,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,222.7,2.506,4.0,1.0,5,2.498,3,0,0.0
220980,2.66,103.0,160.0,1,0,,,1.96,2.8,13,13,0,35.0,83.7,2.438,4.0,1.0,2.33,,6,6,0,18.0,42.0,2.333,2.6,2.0,3.07,2.96,12,12,0,36.0,108.4,3.017,3.4,2.6,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,234.1,2.642,4.0,1.0,5,2.624,3,0,0.0
220981,2.95,105.0,200.0,0,0,,,2.76,3.14,13,13,0,35.0,103.5,2.977,4.0,1.5,2.54,,6,6,0,17.0,43.2,2.533,2.8,2.2,3.06,3.11,12,12,0,35.0,107.9,3.083,4.0,2.4,,,0,0,0,0.0,0.0,,,,31,31,0,87.0,254.6,2.932,4.0,1.5,5,2.922,3,0,0.0
220988,2.16,97.0,160.0,2,0,,,2.06,1.45,13,11,2,35.0,61.1,1.746,3.7,0.0,1.66,,5,4,1,15.0,24.9,1.66,2.4,0.0,2.28,2.15,12,11,1,35.0,77.6,2.225,3.2,0.0,,,0,0,0,0.0,0.0,,,,30,26,4,85.0,163.6,1.923,3.7,0.0,5,1.92,3,0,0.0
220995,2.39,106.0,160.0,0,0,,,2.02,2.61,13,13,0,35.0,81.2,2.331,3.7,1.0,2.05,,6,6,0,18.0,36.9,2.05,2.8,1.5,2.3,2.55,12,12,0,36.0,87.3,2.433,3.7,1.5,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,205.4,2.316,3.7,1.0,5,2.306,3,0,0.0
221000,2.33,96.0,200.0,0,0,,,2.19,2.33,13,13,0,35.0,79.2,2.215,4.0,1.0,2.07,,6,6,0,16.0,33.1,2.05,2.8,1.0,2.12,2.46,12,12,0,36.0,82.3,2.292,3.2,1.0,,,0,0,0,0.0,0.0,,,,31,31,0,87.0,194.6,2.213,4.0,1.0,5,2.234,3,0,0.0
221008,3.08,109.0,130.0,0,0,,,2.86,2.93,13,13,0,35.0,101.4,2.877,4.0,2.0,2.73,,6,6,0,18.0,49.2,2.733,3.0,2.6,3.53,3.2,13,13,0,39.0,130.9,3.362,4.0,2.6,,,0,0,0,0.0,0.0,,,,32,32,0,92.0,281.5,3.047,4.0,2.0,5,3.05,3,0,0.0
221009,3.14,110.0,100.0,0,0,,,2.58,3.29,13,12,1,35.0,103.0,2.9,4.0,0.0,2.97,,6,6,0,18.0,53.4,2.967,3.4,2.6,3.3,3.13,14,14,0,42.0,135.0,3.214,3.7,2.8,,,0,0,0,0.0,0.0,,,,33,32,1,95.0,291.4,3.045,4.0,0.0,5,3.054,3,0,0.0
221019,2.98,104.0,130.0,0,0,,,2.19,2.36,13,12,1,35.0,79.7,2.338,3.7,0.0,3.03,,6,6,0,18.0,54.6,3.033,3.4,2.4,3.3,3.35,12,12,0,36.0,119.7,3.325,3.7,2.4,,,0,0,0,0.0,0.0,,,,31,30,1,89.0,254.0,2.855,3.7,0.0,5,2.846,3,0,0.0
221020,2.14,94.0,90.0,1,0,,,2.09,1.94,13,12,1,35.0,70.6,1.969,3.7,0.0,1.53,,6,4,2,18.0,27.6,1.533,2.6,0.0,2.35,2.28,11,11,0,33.0,76.5,2.318,2.8,1.5,,,0,0,0,0.0,0.0,,,,30,27,3,86.0,174.7,2.01,3.7,0.0,5,2.038,3,0,0.0
221037,2.57,106.0,160.0,0,0,,,2.14,2.39,13,13,0,35.0,79.3,2.292,3.2,1.0,2.18,,6,6,0,18.0,39.3,2.183,2.6,1.5,2.98,2.89,12,12,0,36.0,105.6,2.942,3.7,2.2,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,224.2,2.523,3.7,1.0,5,2.516,3,0,0.0
221041,2.92,104.0,170.0,0,0,,,2.63,2.88,13,13,0,35.0,96.5,2.746,4.0,2.0,2.43,,6,6,0,18.0,43.8,2.433,3.2,2.0,2.88,3.32,12,12,0,36.0,111.6,3.108,3.7,2.6,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,251.9,2.826,4.0,2.0,5,2.828,3,0,0.0
221058,2.56,104.0,170.0,1,0,,,2.06,1.94,13,11,2,35.0,69.9,1.946,3.7,0.0,2.47,,6,6,0,18.0,44.4,2.467,3.4,2.2,2.7,2.93,12,12,0,36.0,101.4,2.817,3.2,2.2,,,0,0,0,0.0,0.0,,,,31,29,2,89.0,215.7,2.384,3.7,0.0,5,2.42,3,0,0.0
221071,3.15,111.0,200.0,0,0,,,3.06,3.09,14,14,0,38.0,116.8,3.064,4.0,2.2,2.91,,7,7,0,19.0,55.2,2.929,3.7,2.4,3.38,3.24,13,13,0,39.0,129.0,3.308,3.7,3.0,,,0,0,0,0.0,0.0,,,,34,34,0,96.0,301.0,3.129,4.0,2.2,5,3.136,3,0,0.0
221073,2.86,106.0,130.0,0,0,,,2.44,2.87,13,13,0,35.0,93.1,2.654,3.2,1.5,2.6,,6,6,0,18.0,46.8,2.6,3.0,2.4,3.15,2.96,12,12,0,36.0,110.0,3.058,3.7,2.6,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,249.9,2.8,3.7,1.5,5,2.804,3,0,0.0
221075,2.78,103.0,200.0,0,0,,,2.64,3.2,13,13,0,35.0,102.5,2.938,4.0,1.5,2.36,,6,6,0,17.0,40.2,2.367,2.6,2.0,2.59,2.83,12,12,0,36.0,97.7,2.717,3.4,2.0,,,0,0,0,0.0,0.0,,,,31,31,0,88.0,240.4,2.742,4.0,1.5,5,2.724,3,0,0.0
221086,2.55,96.0,130.0,3,0,,,1.92,1.9,11,10,1,32.0,61.1,1.918,3.2,0.0,1.94,,6,5,1,17.0,33.0,2.0,3.0,0.0,2.76,2.66,12,12,0,36.0,97.6,2.717,3.2,2.2,,,0,0,0,0.0,0.0,,,,29,27,2,85.0,191.7,2.266,3.2,0.0,5,2.236,3,0,0.0
221087,2.89,104.0,160.0,0,0,,,2.24,2.86,13,13,0,35.0,89.5,2.577,3.7,1.5,2.12,,6,6,0,18.0,38.1,2.117,2.8,1.0,3.35,3.6,12,12,0,36.0,125.1,3.475,4.0,2.2,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,252.7,2.835,4.0,1.0,5,2.834,3,0,0.0
221102,2.67,106.0,140.0,0,0,,,2.58,2.23,13,13,0,35.0,84.1,2.438,4.0,1.0,2.73,,6,6,0,18.0,49.2,2.733,3.4,2.2,3.01,2.33,12,12,0,36.0,96.2,2.675,3.7,1.0,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,229.5,2.587,4.0,1.0,5,2.576,3,0,0.0
221105,2.65,107.0,190.0,0,0,,,2.25,2.36,13,13,0,35.0,80.7,2.354,3.7,1.0,1.82,,6,6,0,18.0,32.7,1.817,2.8,1.0,3.12,3.15,12,12,0,36.0,112.8,3.133,3.7,2.2,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,226.2,2.552,3.7,1.0,5,2.54,3,0,0.0
221109,2.15,98.0,100.0,0,0,,,2.07,2.64,13,13,0,35.0,82.8,2.377,3.4,1.0,1.92,,6,5,1,17.0,32.7,1.817,2.6,0.0,1.48,2.33,12,11,1,36.0,68.6,1.908,2.8,0.0,,,0,0,0,0.0,0.0,,,,31,29,2,88.0,184.1,2.087,3.4,0.0,5,2.088,3,0,0.0
221115,2.54,106.0,100.0,0,0,,,2.26,2.86,13,13,0,35.0,90.0,2.585,3.7,1.0,2.1,,6,6,0,18.0,37.8,2.1,2.6,1.0,2.57,2.45,12,12,0,36.0,90.3,2.517,3.2,2.2,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,218.1,2.465,3.7,1.0,5,2.448,3,0,0.0
221123,2.5,98.0,140.0,0,0,,,2.23,2.32,13,13,0,35.0,79.7,2.262,3.7,1.0,2.03,,6,5,1,18.0,36.6,2.033,3.0,0.0,2.55,3.12,12,12,0,36.0,102.0,2.833,4.0,1.5,,,0,0,0,0.0,0.0,,,,31,30,1,89.0,218.3,2.439,4.0,0.0,5,2.45,3,0,0.0
221127,3.0,106.0,200.0,0,0,,,2.43,2.81,13,13,0,35.0,91.9,2.623,3.4,1.5,2.5,,6,6,0,18.0,45.0,2.5,2.8,2.2,3.52,3.38,12,12,0,36.0,124.1,3.45,4.0,2.6,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,261.0,2.919,4.0,1.5,5,2.928,3,0,0.0
221129,2.2,94.0,100.0,0,0,,,2.64,2.48,13,13,0,35.0,89.4,2.569,3.7,1.5,2.21,,6,6,0,17.0,37.5,2.25,3.0,1.0,2.08,1.43,12,10,2,36.0,63.2,1.758,3.0,0.0,,,0,0,0,0.0,0.0,,,,31,29,2,88.0,190.1,2.194,3.7,0.0,5,2.168,3,0,0.0
221130,2.37,101.0,190.0,0,0,,,2.01,2.56,13,12,1,35.0,80.3,2.238,3.7,0.0,1.72,,6,5,1,18.0,30.9,1.717,2.4,0.0,2.71,2.16,12,12,0,36.0,87.7,2.442,3.7,1.5,,,0,0,0,0.0,0.0,,,,31,29,2,89.0,198.9,2.216,3.7,0.0,5,2.232,3,0,0.0
221137,3.23,115.0,170.0,0,0,,,3.22,3.37,14,14,0,38.0,125.5,3.293,4.0,2.2,3.12,,7,7,0,20.0,62.3,3.1,3.7,2.6,3.17,3.1,14,14,0,42.0,131.6,3.136,4.0,2.6,,,0,0,0,0.0,0.0,,,,35,35,0,100.0,319.4,3.191,4.0,2.2,5,3.196,3,0,0.0
221138,2.54,104.0,100.0,0,0,,,,,0,0,0,0.0,0.0,,,,2.23,,6,6,0,18.0,40.2,2.233,3.0,1.5,2.92,2.75,12,12,0,36.0,102.1,2.842,3.4,1.5,,,0,0,0,0.0,0.0,,,,18,18,0,54.0,142.3,2.639,3.4,1.5,3,2.633,2,0,0.0
221145,2.07,103.0,130.0,2,0,,,2.2,1.77,13,12,1,35.0,69.3,1.977,3.0,0.0,2.04,,5,5,0,15.0,30.6,2.04,2.4,1.0,2.31,1.66,12,12,0,36.0,71.4,1.992,2.8,1.0,,,0,0,0,0.0,0.0,,,,30,29,1,86.0,171.3,1.993,3.0,0.0,5,1.996,3,0,0.0
221155,2.39,106.0,140.0,0,0,,,2.33,2.14,13,13,0,35.0,78.2,2.262,3.4,1.0,2.13,,6,6,0,18.0,38.4,2.133,2.8,1.0,2.92,2.36,12,12,0,36.0,95.0,2.642,3.7,2.0,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,211.6,2.384,3.7,1.0,5,2.376,3,0,0.0
221159,2.62,101.0,60.0,0,0,,,2.69,2.61,13,13,0,35.0,92.6,2.623,3.7,1.5,2.07,,6,6,0,18.0,37.2,2.067,2.4,1.0,2.96,2.73,12,12,0,36.0,102.3,2.85,3.4,2.4,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,232.1,2.603,3.7,1.0,5,2.612,3,0,0.0
221162,3.13,103.0,100.0,0,0,,,2.88,3.01,13,13,0,35.0,103.1,2.938,3.7,2.2,3.05,,6,6,0,17.0,51.8,3.033,3.4,2.6,3.28,3.26,13,13,0,39.0,127.5,3.269,4.0,2.4,,,0,0,0,0.0,0.0,,,,32,32,0,91.0,282.4,3.091,4.0,2.2,5,3.096,3,0,0.0
