student_id,cumulative_gpa,academic_hours,training_hours,total_warnings_max,consecutive_warnings_max,military_education,year1_fall_gpa,year1_spring_gpa,year1_total_courses,year1_passed_courses,year1_failed_courses,year1_credits,year1_points,year1_avg_grade,year1_max_grade,year1_min_grade,year2_fall_gpa,year2_spring_gpa,year2_total_courses,year2_passed_courses,year2_failed_courses,year2_credits,year2_points,year2_avg_grade,year2_max_grade,year2_min_grade,year3_fall_gpa,year3_spring_gpa,year3_total_courses,year3_passed_courses,year3_failed_courses,year3_credits,year3_points,year3_avg_grade,year3_max_grade,year3_min_grade,year4_fall_gpa,year4_spring_gpa,year4_total_courses,year4_passed_courses,year4_failed_courses,year4_credits,year4_points,year4_avg_grade,year4_max_grade,year4_min_grade,total_courses,passed_courses,failed_courses,total_credits_all_years,total_points_all_years,avg_numeric_grade,highest_grade,lowest_grade,semester_gpa_count,overall_semester_gpa_avg,years_available,complete_four_year_record,graduation_status,at_risk
220540,2.13,135.0,240.0,1,1,اجتاز,2.05,2.12,13,12,1,35.0,73.0,2.062,3.7,0.0,1.66,,6,6,0,17.0,28.3,1.717,2.6,1.0,1.7,2.04,11,10,1,33.0,61.2,1.855,2.8,0.0,2.28,2.06,11,11,0,30.4,71.1,2.182,3.7,1.0,41,39,2,115.4,233.6,1.988,3.7,0.0,7,1.987,4,1,graduate,1
220554,2.78,135.0,240.0,0,0,,2.4,2.64,13,13,0,35.0,88.3,2.562,4.0,1.0,1.9,,6,5,1,18.0,34.2,1.9,3.2,0.0,2.83,2.99,12,12,0,36.0,104.7,2.917,3.4,2.6,3.28,2.9,10,10,0,29.0,90.7,3.13,3.7,2.4,41,40,1,118.0,317.9,2.707,4.0,0.0,7,2.706,4,1,graduate,0
220571,2.65,135.0,170.0,0,0,اجتاز,2.98,2.67,13,13,0,35.0,98.7,2.808,4.0,2.0,2.73,,6,6,0,17.0,46.4,2.733,3.0,2.4,2.57,1.84,11,11,0,33.0,73.8,2.236,3.2,1.0,3.1,2.92,11,11,0,32.0,96.6,3.018,3.7,2.6,41,41,0,117.0,315.5,2.7,4.0,1.0,7,2.687,4,1,graduate,0
220574,2.57,135.0,170.0,0,0,اجتاز,2.52,2.47,13,13,0,35.0,87.3,2.492,3.7,1.0,2.02,,6,6,0,18.0,36.3,2.017,3.0,1.0,3.0,2.33,12,12,0,36.0,95.9,2.667,3.4,1.0,2.97,2.92,10,10,0,29.0,85.7,2.95,3.7,2.4,41,41,0,118.0,305.2,2.585,3.7,1.0,7,2.604,4,1,graduate,0
220582,2.78,135.0,170.0,0,0,اجتاز,2.52,2.12,13,13,0,35.0,81.0,2.292,4.0,1.5,1.83,,6,6,0,18.0,33.0,1.833,2.4,1.0,3.07,3.17,12,12,0,36.0,112.2,3.117,3.4,2.2,3.58,3.22,10,10,0,29.0,99.7,3.43,4.0,3.0,41,41,0,118.0,325.9,2.744,4.0,1.0,7,2.787,4,1,graduate,0
220585,2.74,135.0,200.0,0,0,اجتاز,2.34,2.3,13,12,1,35.0,81.2,2.308,3.7,0.0,2.28,,6,6,0,18.0,41.1,2.283,2.8,1.5,2.58,2.83,12,12,0,36.0,97.4,2.708,3.2,1.5,3.35,3.02,10,7,0,29.0,84.3,3.014,3.7,2.6,41,37,1,118.0,304.0,2.561,3.7,0.0,7,2.671,4,1,graduate,0
220593,2.51,135.0,110.0,0,0,اجتاز,2.28,2.91,13,13,0,35.0,91.1,2.615,4.0,1.5,2.0,,6,6,0,18.0,36.0,2.0,2.8,1.0,2.36,2.38,12,12,0,36.0,85.3,2.375,3.2,1.0,2.71,2.72,10,10,0,29.0,78.9,2.71,4.0,2.0,41,41,0,118.0,291.3,2.478,4.0,1.0,7,2.48,4,1,graduate,0
220606,2.63,135.0,240.0,0,0,اجتاز,2.4,2.86,13,13,0,35.0,92.3,2.662,3.7,1.0,2.27,,6,6,0,18.0,40.8,2.267,3.2,1.0,2.37,2.71,12,12,0,36.0,91.4,2.542,3.4,1.0,2.92,2.93,12,12,0,35.0,102.6,2.933,4.0,2.4,43,43,0,124.0,327.1,2.649,4.0,1.0,7,2.637,4,1,graduate,0
220608,2.78,135.0,100.0,0,0,اجتاز,2.5,2.43,13,12,1,35.0,86.3,2.438,4.0,0.0,2.15,,6,6,0,17.0,36.5,2.183,3.0,1.0,2.64,3.15,12,12,0,36.0,104.3,2.9,4.0,1.5,3.13,3.04,11,8,0,31.0,94.8,3.038,3.7,2.6,42,38,1,119.0,321.9,2.664,4.0,0.0,7,2.72,4,1,level4_non_graduate,0
220611,2.7,135.0,240.0,3,0,,1.64,1.78,11,10,1,32.0,54.5,1.718,3.2,0.0,1.88,,5,5,0,15.0,28.2,1.88,2.2,1.5,2.68,2.83,12,12,0,35.0,96.3,2.783,3.7,1.5,3.32,3.09,12,12,0,34.0,109.2,3.183,4.0,2.6,40,39,1,116.0,288.2,2.498,4.0,0.0,7,2.46,4,1,graduate,1
220618,3.25,135.0,170.0,0,0,اجتاز,2.65,3.11,13,13,0,35.0,101.0,2.915,4.0,1.0,2.93,,6,6,0,18.0,52.8,2.933,3.4,2.6,3.37,3.66,14,14,0,42.0,147.6,3.514,4.0,2.8,3.41,3.8,8,8,0,23.0,82.0,3.55,4.0,3.2,41,41,0,118.0,383.4,3.246,4.0,1.0,7,3.276,4,1,graduate,0
220626,2.43,135.0,240.0,0,0,اجتاز,2.42,2.56,13,13,0,35.0,87.2,2.469,3.7,1.5,2.53,,6,6,0,18.0,45.6,2.533,3.0,2.0,2.32,2.32,12,12,0,36.0,83.6,2.333,3.0,1.0,2.28,2.3,11,11,0,29.0,71.2,2.509,4.0,1.5,42,42,0,118.0,287.6,2.45,4.0,1.0,7,2.39,4,1,graduate,0
220628,2.52,135.0,240.0,2,2,,2.12,1.7,13,10,3,35.0,66.6,1.923,4.0,0.0,1.98,,5,5,0,15.0,29.7,1.98,2.2,1.5,2.39,2.31,12,12,0,36.0,84.5,2.358,3.0,1.0,3.05,2.83,13,13,0,37.0,108.6,2.938,4.0,2.2,43,40,3,123.0,289.4,2.358,4.0,0.0,7,2.34,4,1,graduate,1
220631,2.69,135.0,240.0,0,0,اجتاز,2.11,2.83,13,13,0,35.0,86.7,2.462,4.0,1.0,1.67,,6,5,1,18.0,30.0,1.667,2.4,0.0,2.66,2.82,12,12,0,35.0,95.9,2.75,3.4,2.0,3.2,3.07,10,10,0,29.0,91.3,3.15,4.0,2.6,41,40,1,117.0,303.9,2.598,4.0,0.0,7,2.623,4,1,graduate,0
220632,2.25,135.0,240.0,4,4,اجتاز,1.84,2.4,11,11,0,32.0,67.2,2.109,3.7,1.0,1.2,,5,5,0,15.0,18.0,1.2,1.5,1.0,2.43,2.18,10,10,0,30.0,69.2,2.31,3.0,1.5,2.96,2.52,11,11,0,32.0,91.9,2.864,3.7,2.0,37,37,0,109.0,246.3,2.265,3.7,1.0,7,2.219,4,1,graduate,1
220634,2.95,135.0,130.0,0,0,اجتاز,3.0,2.81,13,13,0,35.0,101.6,2.854,4.0,1.5,2.53,,6,6,0,18.0,45.6,2.533,3.0,2.2,3.13,2.4,12,11,1,36.0,99.5,2.767,3.4,0.0,3.25,3.04,11,11,0,32.0,101.0,3.145,4.0,2.4,42,41,1,121.0,347.7,2.86,4.0,0.0,7,2.88,4,1,graduate,0
220635,2.4,135.0,160.0,2,2,اجتاز,1.89,1.52,11,9,2,32.0,54.9,1.709,3.4,0.0,2.49,,6,6,0,15.0,37.4,2.533,2.8,2.0,2.5,2.56,11,11,0,33.0,83.4,2.527,3.4,2.0,2.71,2.25,12,12,0,36.0,89.4,2.483,3.7,1.5,40,38,2,116.0,265.1,2.29,3.7,0.0,7,2.274,4,1,graduate,1
220637,2.45,135.0,30.0,0,0,اجتاز,2.76,2.81,13,13,0,35.0,97.5,2.777,4.0,2.0,1.9,,6,6,0,18.0,34.2,1.9,2.8,1.0,,,0,0,0,0.0,0.0,,,,2.91,2.63,12,12,0,34.0,98.3,2.925,4.0,2.0,31,31,0,87.0,230.0,2.665,4.0,1.0,5,2.602,3,0,graduate,0
220638,2.8,135.0,240.0,0,0,اجتاز,2.44,2.48,13,13,0,35.0,86.1,2.469,3.7,1.0,2.35,,6,6,0,18.0,42.3,2.35,3.2,1.5,2.99,2.26,12,11,1,36.0,94.6,2.633,4.0,0.0,3.28,3.04,11,11,0,31.0,98.5,3.173,3.7,2.6,42,41,1,120.0,321.5,2.683,4.0,0.0,7,2.691,4,1,graduate,0
220640,2.21,135.0,140.0,1,1,اجتاز,1.97,2.42,13,13,0,35.0,77.1,2.238,3.2,1.0,1.72,,6,6,0,18.0,30.9,1.717,2.6,1.0,2.24,1.78,11,11,0,33.0,65.6,1.991,3.0,1.0,2.55,2.2,10,10,0,26.0,70.6,2.72,3.4,2.0,40,40,0,112.0,244.2,2.212,3.4,1.0,7,2.126,4,1,graduate,1
220642,2.61,135.0,170.0,0,0,اجتاز,2.44,2.32,13,13,0,35.0,83.3,2.392,3.4,1.0,1.9,,6,6,0,18.0,34.2,1.9,2.6,1.0,2.72,2.73,12,12,0,36.0,98.2,2.733,3.4,2.2,3.08,3.02,10,10,0,29.0,88.8,3.06,3.7,2.6,41,41,0,118.0,304.5,2.583,3.7,1.0,7,2.601,4,1,graduate,0
220650,2.67,135.0,240.0,0,0,اجتاز,2.6,2.74,13,13,0,35.0,93.6,2.7,3.7,1.5,1.98,,6,6,0,18.0,35.7,1.983,2.6,1.5,2.74,2.27,12,12,0,36.0,90.3,2.517,3.4,1.5,3.19,2.95,10,10,0,29.0,89.7,3.09,4.0,2.2,41,41,0,118.0,309.3,2.637,4.0,1.5,7,2.639,4,1,graduate,0
220656,3.24,135.0,240.0,0,0,اجتاز,3.25,3.23,14,14,0,38.0,123.0,3.207,4.0,2.4,2.76,,7,7,0,20.0,55.2,2.771,3.0,2.4,3.49,3.24,14,14,0,42.0,141.3,3.364,4.0,2.8,3.56,3.63,7,7,0,20.0,71.9,3.586,4.0,3.2,42,42,0,120.0,391.4,3.25,4.0,2.4,7,3.309,4,1,graduate,0
220657,3.0,135.0,170.0,0,0,,3.02,3.1,14,14,0,38.0,116.4,3.064,3.7,2.2,2.81,,7,7,0,19.0,53.4,2.829,3.2,2.4,2.97,2.69,12,12,0,36.0,101.9,2.833,3.4,2.2,3.36,3.17,9,9,0,27.0,88.5,3.278,4.0,2.8,42,42,0,120.0,360.2,3.005,4.0,2.2,7,3.017,4,1,graduate,0
220659,3.14,135.0,240.0,0,0,اجتاز,2.82,3.13,13,13,0,35.0,104.4,3.0,4.0,1.5,2.91,,6,6,0,17.0,49.4,2.9,3.2,2.6,3.32,3.28,13,13,0,39.0,128.6,3.3,3.7,2.6,3.54,3.34,9,9,0,26.0,89.9,3.433,4.0,2.8,41,41,0,117.0,372.3,3.176,4.0,1.5,7,3.191,4,1,graduate,0
220661,2.5,135.0,200.0,0,0,,2.39,1.83,13,12,1,35.0,73.6,2.115,3.4,0.0,2.42,,6,6,0,17.0,41.2,2.467,3.2,2.0,1.86,2.41,12,11,1,36.0,76.9,2.142,3.0,0.0,3.08,2.8,11,11,0,32.0,94.5,2.955,4.0,2.4,42,40,2,120.0,286.2,2.393,4.0,0.0,7,2.399,4,1,graduate,0
220665,2.56,135.0,240.0,1,1,اجتاز,1.94,2.42,11,11,0,32.0,69.3,2.173,3.4,1.0,2.54,,6,6,0,17.0,43.2,2.533,3.0,2.0,2.71,2.13,12,11,1,36.0,87.2,2.425,3.7,0.0,2.81,2.77,13,13,0,36.0,100.6,2.769,3.7,2.4,42,41,1,121.0,300.3,2.481,3.7,0.0,7,2.474,4,1,graduate,1
220673,2.32,135.0,240.0,2,2,اجتاز,2.21,1.69,13,12,1,35.0,68.0,2.031,3.4,0.0,1.87,,6,6,0,18.0,33.6,1.867,2.6,1.0,2.63,2.28,12,12,0,36.0,88.3,2.458,3.2,1.5,2.75,2.62,11,11,0,31.0,83.6,2.709,4.0,2.0,42,41,1,120.0,273.5,2.307,4.0,0.0,7,2.293,4,1,graduate,1
220679,2.86,135.0,100.0,0,0,,2.48,2.42,13,13,0,35.0,85.6,2.454,4.0,1.0,1.93,,6,6,0,18.0,34.8,1.933,3.0,1.5,3.11,3.25,12,12,0,36.0,114.5,3.183,3.7,2.6,3.47,3.45,10,10,0,29.0,100.5,3.45,4.0,3.0,41,41,0,118.0,335.4,2.834,4.0,1.0,7,2.873,4,1,graduate,0
220682,2.45,135.0,170.0,1,0,اجتاز,1.95,2.35,13,12,1,35.0,75.5,2.131,4.0,0.0,1.8,,6,5,1,18.0,32.4,1.8,2.6,0.0,2.53,2.29,12,12,0,35.0,84.5,2.425,3.7,1.5,2.88,2.86,11,11,0,32.0,91.9,2.864,4.0,2.0,42,40,2,120.0,284.3,2.36,4.0,0.0,7,2.38,4,1,graduate,1
220683,2.65,135.0,170.0,0,0,اجتاز,2.26,2.54,13,13,0,35.0,84.2,2.4,3.2,1.5,2.18,,6,6,0,18.0,39.3,2.183,2.8,1.5,2.83,2.85,12,12,0,36.0,102.2,2.85,3.4,2.4,3.18,2.69,11,11,0,31.0,91.9,2.936,4.0,2.2,42,42,0,120.0,317.6,2.638,4.0,1.5,7,2.647,4,1,graduate,0
220691,2.45,135.0,240.0,2,2,اجتاز,1.25,1.64,11,8,3,32.0,45.8,1.418,3.7,0.0,2.04,,5,5,0,15.0,30.6,2.04,2.4,1.0,2.52,2.3,12,12,0,36.0,86.8,2.417,3.4,1.5,2.86,2.7,12,12,0,33.0,91.8,2.767,3.7,2.4,40,37,3,116.0,255.0,2.2,3.7,0.0,7,2.187,4,1,graduate,1
220704,3.34,135.0,240.0,0,0,اجتاز,3.12,3.41,14,14,0,38.0,124.7,3.279,4.0,2.4,2.94,,7,7,0,20.0,58.8,2.943,3.4,2.4,3.41,3.51,14,14,0,42.0,145.5,3.464,4.0,3.0,3.6,3.63,7,7,0,20.0,72.3,3.586,4.0,3.0,42,42,0,120.0,401.3,3.336,4.0,2.4,7,3.374,4,1,graduate,0
220716,2.54,135.0,240.0,1,1,اجتاز,2.16,1.94,13,13,0,35.0,71.6,2.077,3.7,1.0,1.72,,6,5,1,18.0,30.9,1.717,2.4,0.0,2.72,2.77,12,12,0,36.0,98.8,2.75,3.4,2.0,3.22,2.98,11,11,0,31.0,96.3,3.136,4.0,2.4,42,41,1,120.0,297.6,2.495,4.0,0.0,7,2.501,4,1,graduate,1
220722,2.61,135.0,240.0,3,3,,1.65,2.0,11,11,0,32.0,58.0,1.818,4.0,1.0,2.24,,5,5,0,15.0,33.6,2.24,2.4,2.2,,,0,0,0,0.0,0.0,,,,3.08,2.91,13,11,0,36.0,98.6,2.909,4.0,2.0,29,27,0,83.0,190.2,2.341,4.0,1.0,5,2.376,3,0,graduate,1
220730,2.34,135.0,240.0,2,2,,2.28,1.42,13,11,2,35.0,64.2,1.885,3.2,0.0,1.95,,6,6,0,17.0,33.2,1.9,2.6,1.0,2.07,2.15,12,11,1,36.0,75.9,2.108,3.0,0.0,2.38,2.65,12,12,0,36.0,90.6,2.517,3.7,1.5,43,40,3,124.0,263.9,2.126,3.7,0.0,7,2.129,4,1,graduate,1
220732,2.45,135.0,240.0,0,0,,2.4,2.33,13,13,0,35.0,82.8,2.385,3.2,2.0,1.98,,6,6,0,17.0,33.6,2.0,2.4,1.5,2.67,2.29,12,12,0,36.0,89.3,2.483,3.2,1.0,2.9,2.76,11,11,0,32.0,90.8,2.836,4.0,2.0,42,42,0,120.0,296.5,2.476,4.0,1.0,7,2.476,4,1,graduate,0
220733,2.51,103.0,160.0,1,0,,2.01,1.78,13,13,0,35.0,66.2,1.885,2.8,1.0,2.6,,5,5,0,15.0,39.0,2.6,3.0,2.0,2.87,3.02,12,12,0,36.0,106.0,2.95,3.4,2.2,,,0,0,0,0.0,0.0,,,,30,30,0,86.0,211.2,2.43,3.4,1.0,5,2.456,3,0,graduate,1
220742,2.81,135.0,240.0,0,0,اجتاز,2.29,2.66,13,13,0,35.0,86.8,2.508,3.7,1.0,2.43,,6,6,0,18.0,43.8,2.433,2.8,2.0,3.28,2.66,12,12,0,36.0,107.0,2.975,3.7,2.0,3.27,3.0,10,10,0,29.0,91.6,3.16,4.0,2.6,41,41,0,118.0,329.2,2.793,4.0,1.0,7,2.799,4,1,graduate,0
220744,2.59,135.0,240.0,1,1,اجتاز,2.16,1.82,13,12,1,35.0,69.5,1.977,3.4,0.0,2.09,,6,6,0,17.0,35.5,2.117,3.0,1.0,3.03,2.42,11,11,0,33.0,90.8,2.755,4.0,1.5,3.14,2.86,11,11,0,32.0,96.3,3.009,4.0,2.2,41,40,1,117.0,292.1,2.483,4.0,0.0,7,2.503,4,1,graduate,1
220746,2.96,135.0,240.0,0,0,اجتاز,3.02,2.83,14,14,0,38.0,110.8,2.9,4.0,2.0,2.8,,6,6,0,18.0,50.4,2.8,3.2,2.0,3.18,2.67,12,12,0,36.0,105.3,2.925,3.7,2.0,3.3,3.26,9,9,0,26.0,85.5,3.278,4.0,2.8,41,41,0,118.0,352.0,2.976,4.0,2.0,7,3.009,4,1,graduate,0
220750,2.96,135.0,170.0,1,1,اجتاز,1.71,2.68,11,11,0,32.0,69.3,2.145,4.0,1.0,2.53,,6,6,0,18.0,45.6,2.533,3.2,1.0,3.6,3.55,12,12,0,36.0,128.7,3.575,4.0,3.0,3.31,3.12,12,12,0,32.0,103.4,3.2,3.7,2.6,41,41,0,118.0,347.0,2.929,4.0,1.0,7,2.929,4,1,graduate,1
220752,2.44,135.0,240.0,0,0,اجتاز,2.46,2.93,13,13,0,35.0,94.5,2.7,4.0,1.5,2.18,,6,6,0,18.0,39.3,2.183,2.8,1.0,2.76,1.51,12,11,1,36.0,76.9,2.142,4.0,0.0,2.38,2.56,12,12,0,34.0,84.1,2.492,3.7,1.0,43,42,1,123.0,294.8,2.414,4.0,0.0,7,2.397,4,1,graduate,0
220755,3.3,135.0,240.0,0,0,اجتاز,2.98,3.61,14,14,0,38.0,126.4,3.314,4.0,2.4,2.78,,7,7,0,20.0,55.6,2.771,3.4,2.2,3.33,3.44,14,14,0,42.0,142.2,3.386,4.0,2.8,3.69,3.23,7,7,0,20.0,69.7,3.471,4.0,3.0,42,42,0,120.0,393.9,3.274,4.0,2.2,7,3.294,4,1,graduate,0
220761,2.95,135.0,240.0,0,0,,2.61,3.01,13,13,0,35.0,98.6,2.815,4.0,1.0,2.35,,6,6,0,18.0,42.3,2.35,3.0,1.5,2.97,2.94,12,12,0,36.0,106.4,2.958,3.7,2.2,3.44,3.21,9,9,0,26.0,87.0,3.311,4.0,2.4,40,40,0,115.0,334.3,2.9,4.0,1.0,7,2.933,4,1,graduate,0
220767,2.51,135.0,240.0,0,0,اجتاز,2.48,2.29,13,13,0,35.0,83.5,2.438,3.7,1.0,2.52,,6,6,0,18.0,45.3,2.517,3.2,1.5,2.87,2.18,12,12,0,36.0,90.9,2.525,3.4,1.0,2.49,2.61,11,11,0,29.0,79.0,2.718,3.4,1.5,42,42,0,118.0,298.7,2.548,3.7,1.0,7,2.491,4,1,graduate,0
220775,3.12,135.0,240.0,0,0,اجتاز,2.58,3.14,13,13,0,35.0,100.4,2.854,4.0,1.5,2.8,,6,6,0,18.0,50.4,2.8,3.2,2.4,3.55,3.3,13,13,0,39.0,133.2,3.415,4.0,2.8,2.95,3.2,9,7,0,26.0,70.8,2.943,4.0,2.0,41,39,0,118.0,354.8,3.049,4.0,1.5,7,3.074,4,1,graduate,0
220776,2.98,135.0,240.0,0,0,اجتاز,2.31,2.73,13,13,0,35.0,88.4,2.538,3.7,1.5,2.9,,6,6,0,18.0,52.2,2.9,3.2,2.8,2.96,3.0,12,12,0,36.0,107.3,2.983,4.0,2.4,3.64,3.03,9,9,0,26.0,92.0,3.556,4.0,2.6,40,40,0,115.0,339.9,2.955,4.0,1.5,7,2.939,4,1,graduate,0
220778,2.56,135.0,200.0,0,0,,2.82,2.71,13,13,0,35.0,96.8,2.738,4.0,1.5,2.4,,6,6,0,18.0,43.2,2.4,2.6,2.0,2.15,1.73,12,10,2,36.0,69.8,1.942,3.0,0.0,3.31,2.36,10,10,0,28.0,82.4,2.92,4.0,1.5,41,39,2,117.0,292.2,2.5,4.0,0.0,7,2.497,4,1,graduate,0
220779,2.56,135.0,240.0,0,0,اجتاز,2.16,2.67,13,13,0,35.0,84.7,2.469,3.7,1.0,2.8,,6,6,0,18.0,50.4,2.8,3.4,2.0,2.86,1.82,12,12,0,36.0,84.2,2.342,3.4,1.0,2.82,2.67,10,10,0,29.0,80.1,2.75,4.0,1.5,41,41,0,118.0,299.4,2.549,4.0,1.0,7,2.543,4,1,graduate,0
220780,2.45,135.0,80.0,2,2,اجتاز,1.88,2.02,11,10,1,32.0,62.2,1.964,3.4,0.0,1.69,,6,5,1,17.0,28.8,1.6,2.4,0.0,3.38,1.14,12,10,2,35.0,80.2,2.3,4.0,0.0,2.82,2.75,13,13,0,35.0,100.4,2.854,3.7,2.0,42,38,4,119.0,271.6,2.283,4.0,0.0,7,2.24,4,1,graduate,1
220788,2.8,135.0,240.0,0,0,اجتاز,2.61,2.77,13,13,0,35.0,94.3,2.708,4.0,1.0,2.45,,6,6,0,18.0,44.1,2.45,3.2,1.5,2.76,3.0,12,12,0,36.0,103.6,2.883,3.4,2.2,2.98,3.07,10,10,0,29.0,87.6,3.02,3.7,2.4,41,41,0,118.0,329.6,2.798,4.0,1.0,7,2.806,4,1,graduate,0
220794,2.81,135.0,240.0,1,0,اجتاز,1.89,2.44,11,11,0,32.0,68.7,2.127,3.4,1.0,2.58,,7,7,0,18.0,46.4,2.571,3.0,2.0,3.11,3.03,12,12,0,36.0,110.6,3.075,4.0,2.4,3.22,3.1,10,10,0,29.0,92.0,3.19,4.0,2.4,40,40,0,115.0,317.7,2.755,4.0,1.0,7,2.767,4,1,graduate,1
220825,2.45,135.0,240.0,0,0,اجتاز,2.34,1.73,13,12,1,35.0,70.8,1.962,3.2,0.0,2.23,,6,6,0,18.0,40.2,2.233,2.8,1.0,2.56,2.32,12,12,0,36.0,87.7,2.442,3.7,1.0,3.2,2.7,10,10,0,29.0,86.8,2.98,4.0,2.2,41,40,1,118.0,285.5,2.39,4.0,0.0,7,2.44,4,1,graduate,0
220835,2.64,135.0,240.0,3,3,اجتاز,1.49,2.04,11,11,0,32.0,56.0,1.727,2.8,1.0,2.26,,6,6,0,15.0,33.9,2.317,2.8,1.5,,,0,0,0,0.0,0.0,,,,3.08,3.04,13,13,0,37.0,113.2,3.046,4.0,2.4,30,30,0,84.0,203.1,2.417,4.0,1.0,5,2.382,3,0,graduate,1
220865,3.01,135.0,240.0,0,0,,2.82,3.22,13,13,0,35.0,105.9,3.015,4.0,2.2,2.96,,7,7,0,20.0,59.1,2.957,3.7,2.2,3.2,2.88,13,13,0,39.0,118.1,3.031,3.4,2.4,3.14,3.03,9,9,0,26.0,80.7,3.1,4.0,2.6,42,42,0,120.0,363.8,3.029,4.0,2.2,7,3.036,4,1,graduate,0
220879,3.21,135.0,200.0,0,0,,2.65,3.04,13,13,0,35.0,99.7,2.838,3.7,1.5,2.97,,6,6,0,18.0,53.4,2.967,3.4,2.2,3.59,3.34,14,14,0,42.0,145.5,3.464,4.0,3.0,3.45,3.25,9,9,0,25.0,88.2,3.533,4.0,3.2,42,42,0,120.0,386.8,3.214,4.0,1.5,7,3.184,4,1,graduate,0
220882,2.5,135.0,240.0,1,1,اجتاز,1.6,2.62,11,10,1,32.0,66.5,2.082,3.7,0.0,2.0,,6,6,0,18.0,36.0,2.0,2.6,1.5,2.41,2.33,12,12,0,36.0,85.3,2.375,3.2,1.5,2.96,2.94,12,12,0,32.0,94.6,2.95,4.0,2.4,41,40,1,118.0,282.4,2.41,4.0,0.0,7,2.409,4,1,graduate,1
220887,2.81,135.0,240.0,0,0,اجتاز,2.84,2.29,13,13,0,35.0,89.5,2.531,3.7,2.0,2.7,,6,6,0,18.0,48.6,2.7,3.0,2.4,3.0,2.77,12,12,0,36.0,103.8,2.883,3.4,2.2,3.25,2.91,11,11,0,31.0,96.1,3.082,4.0,2.4,42,42,0,120.0,338.0,2.8,4.0,2.0,7,2.823,4,1,graduate,0
220897,3.43,135.0,170.0,0,0,اجتاز,3.08,3.4,14,14,0,38.0,123.9,3.264,4.0,2.4,2.82,,7,7,0,20.0,56.4,2.829,3.4,2.4,3.67,3.66,14,14,0,42.0,153.9,3.664,4.0,3.2,3.89,3.63,7,7,0,20.0,75.5,3.757,4.0,3.2,42,42,0,120.0,409.7,3.407,4.0,2.4,7,3.45,4,1,graduate,0
220905,2.82,135.0,200.0,0,0,,2.79,2.0,13,12,1,35.0,83.4,2.369,3.4,0.0,2.53,,6,6,0,18.0,45.6,2.533,2.8,2.2,2.95,2.7,12,12,0,36.0,101.7,2.825,3.7,2.2,3.27,2.93,10,9,0,28.0,87.9,3.033,3.7,2.6,41,39,1,117.0,318.6,2.68,3.7,0.0,7,2.739,4,1,graduate,0
220910,2.82,135.0,100.0,1,1,اجتاز,1.81,3.12,11,10,1,32.0,77.6,2.418,4.0,0.0,2.87,,7,7,0,18.0,51.6,2.929,3.7,2.4,2.93,2.66,12,12,0,36.0,100.7,2.8,4.0,2.0,3.36,3.2,11,11,0,31.0,101.9,3.282,4.0,2.8,41,40,1,117.0,331.8,2.849,4.0,0.0,7,2.85,4,1,graduate,1
220928,2.65,135.0,240.0,0,0,اجتاز,2.76,2.73,13,13,0,35.0,96.0,2.738,3.7,1.0,2.26,,6,6,0,17.0,38.5,2.283,3.0,1.5,2.6,2.35,11,11,0,33.0,82.1,2.491,3.0,1.0,3.22,2.7,12,12,0,35.0,103.5,2.958,3.7,2.0,42,42,0,120.0,320.1,2.671,3.7,1.0,7,2.66,4,1,graduate,0
220929,2.37,135.0,200.0,0,0,,2.08,2.23,13,13,0,35.0,75.4,2.177,3.2,1.0,2.5,,6,6,0,18.0,45.0,2.5,2.6,2.2,2.3,1.52,12,10,2,36.0,68.7,1.908,3.0,0.0,2.69,2.75,10,10,0,29.0,78.8,2.72,3.4,2.0,41,39,2,118.0,267.9,2.278,3.4,0.0,7,2.296,4,1,graduate,0
220944,2.84,135.0,100.0,0,0,اجتاز,2.31,2.44,13,13,0,35.0,83.2,2.369,3.7,1.0,2.25,,6,6,0,18.0,40.5,2.25,2.8,1.5,3.21,2.97,12,12,0,36.0,111.2,3.092,4.0,2.2,3.3,3.17,11,11,0,31.0,100.5,3.227,3.7,2.8,42,42,0,120.0,335.4,2.783,4.0,1.0,7,2.807,4,1,graduate,0
220959,2.54,135.0,170.0,0,0,اجتاز,2.34,2.65,13,13,0,35.0,87.5,2.538,3.7,1.0,2.3,,6,6,0,18.0,41.4,2.3,2.8,2.0,2.82,2.51,12,12,0,36.0,96.0,2.675,3.2,1.5,2.2,2.57,11,11,0,29.0,78.1,2.718,4.0,1.5,42,42,0,118.0,303.0,2.59,4.0,1.0,7,2.484,4,1,graduate,0
220973,2.66,135.0,130.0,0,0,,2.19,2.32,13,13,0,35.0,78.9,2.285,4.0,1.0,2.03,,6,6,0,18.0,36.6,2.033,2.6,1.5,2.89,3.06,12,12,0,36.0,107.2,2.983,3.4,2.2,3.21,3.2,10,10,0,29.0,93.0,3.2,4.0,2.4,41,41,0,118.0,315.7,2.676,4.0,1.0,7,2.7,4,1,graduate,0
220980,2.78,135.0,160.0,1,0,اجتاز,1.96,2.8,13,13,0,35.0,83.7,2.438,4.0,1.0,2.33,,6,6,0,18.0,42.0,2.333,2.6,2.0,3.07,2.96,12,12,0,36.0,108.4,3.017,3.4,2.6,3.29,3.07,10,10,0,29.0,92.9,3.21,4.0,2.4,41,41,0,118.0,327.0,2.78,4.0,1.0,7,2.783,4,1,graduate,1
